"Gene_id","A02","A03","A04","A05","A06","A07","A09","A10","B01","B02","B03","B04","B05","B06","B07","B09","B10","C01","C02","C03","C04","C05","C07","C09","C10","D01","D02","D04","D05","D06","D07","D09","D10","E01","E02","E03","E05","E07","E09","E10","F01","F02","F03","F04","F05","F06","F07","F09","G01","G02","G03","G05","G06","G07","G09","G10","H01","H02","H03","H09","H10"
"ENSMUSG00000066613",0,1099,1593,70,481,0,227,1383,3646,123,34,105,0,1376,138,124,150,148,1370,620,45,641,156,154,760,198,80,1160,38,602,208,315,620,768,133,1051,604,90,73,1033,5078,343,8,38,16,1347,111,134,1073,529,0,10,1151,47,869,1131,67,330,12,430,11
"ENSMUSG00000034022",822,454,108,509,2363,1204,1706,210,577,248,1590,1421,680,3575,1178,711,0,1014,735,543,1233,592,972,1942,1901,496,0,2366,343,14,1276,1170,2405,158,2,255,2536,272,587,2939,122,813,279,1019,557,1985,398,799,1062,181,0,2312,762,1274,1192,0,707,1993,2494,49,2627
"ENSMUSG00000024056",1994,0,779,1042,583,350,1227,1696,69,1631,1002,650,149,0,114,902,0,1661,159,2,611,884,177,2,546,267,484,2815,8,5,0,3,0,1050,310,4,1477,17,690,169,1122,90,395,13,858,0,313,0,3226,0,0,2058,755,747,0,0,3171,0,3611,762,0
"ENSMUSG00000023846",1913,730,1248,736,2173,292,29,4052,692,1138,514,576,348,1348,3,1800,1964,137,57,1766,709,2045,369,1097,513,877,825,1811,466,5,178,511,778,85,560,1355,520,810,841,63,3263,417,809,123,448,135,527,1136,709,3,0,0,659,579,0,1763,39,2835,95,1561,3584
"ENSMUSG00000025979",1405,2477,1488,710,711,1555,1068,2456,1792,690,2400,1815,0,839,818,709,0,2865,0,669,280,543,579,691,2078,327,400,1011,1020,1448,486,177,602,110,237,747,617,535,621,275,0,1071,676,164,1514,1374,1700,1700,2323,2464,1545,2490,270,2041,543,2830,3708,2538,1232,0,987
"ENSMUSG00000040760",2109,505,580,1610,310,323,776,6,867,33,240,95,0,114,265,648,0,3890,677,1770,284,120,394,160,33,2140,1315,348,66,434,263,0,801,0,1060,115,937,507,5,358,1186,1,1733,610,593,208,765,318,1968,387,1374,4114,329,644,302,1113,1383,169,224,293,6
"ENSMUSG00000024317",1198,771,368,2130,1121,257,788,1461,266,2194,2074,667,1544,20,4,751,4349,0,83,2,500,1414,342,143,572,435,603,262,648,522,35,97,1072,2152,1612,44,11,73,446,0,598,899,2,686,0,0,932,571,331,2104,2681,1970,201,889,13,15,405,748,1595,4,1267
"ENSMUSG00000053398",598,97,2081,3729,905,2303,2228,678,190,1522,1219,1200,835,2072,1700,499,0,2433,0,768,1794,470,547,1809,827,279,1174,1490,1422,899,802,1050,848,0,1031,776,823,952,0,1178,284,102,0,771,202,557,320,757,539,790,2752,508,747,1633,0,589,2462,513,790,755,0
"ENSMUSG00000000751",0,520,2187,481,145,380,3417,241,164,784,0,485,899,472,979,711,289,2074,2739,749,1668,1276,2534,1325,117,1297,582,0,811,402,290,291,242,2,797,2649,788,719,3234,478,988,394,911,73,1019,317,98,453,429,1430,1243,792,454,619,0,0,0,2155,1561,184,2453
"ENSMUSG00000030677",0,653,0,1056,1505,658,750,1002,316,243,2248,1901,124,0,366,997,0,590,1700,729,1155,1935,1335,2361,1654,0,1296,2427,200,178,0,56,1382,811,0,482,120,86,68,11,0,0,4,354,357,0,598,0,393,0,0,0,1077,962,84,0,1209,169,3622,330,3027
"ENSMUSG00000022178",804,400,939,0,525,165,1893,1364,6,1074,651,68,0,972,1203,782,0,1626,1,3544,690,449,1197,2406,2954,1325,137,1177,401,464,0,504,1616,2,778,1546,915,328,484,610,14,623,1538,547,726,62,22,1158,479,1729,2906,446,344,310,1838,0,748,1102,0,1180,0
"ENSMUSG00000006818",0,0,675,214,791,20,237,265,912,318,40,569,1193,300,701,1407,1513,527,1782,0,401,1265,1268,1055,380,0,471,427,2226,157,36,0,751,4416,181,684,0,842,914,743,1209,0,145,426,91,377,476,409,480,120,780,131,237,381,205,232,867,87,2080,288,1220
"ENSMUSG00000092035",5472,433,736,2747,274,459,1668,77,450,215,296,577,821,157,382,0,0,769,0,2344,1402,210,0,403,601,973,85,374,0,342,1212,406,551,176,744,0,142,710,1,937,8,1258,123,1852,956,0,42,30,318,2,854,4507,83,1778,920,1457,769,0,115,404,0
"ENSMUSG00000028431",62,1698,2185,2849,820,970,556,2459,1731,306,635,629,161,1638,2243,2734,2,1804,678,637,1779,773,1345,505,1306,1545,2276,0,32,607,320,1638,1317,30,258,238,2728,1781,680,62,286,748,1709,772,1,649,753,1018,1216,1942,102,20,1369,3020,286,58,1128,687,915,576,0
"ENSMUSG00000025219",2,2998,4438,2982,0,0,0,0,0,0,2,0,0,0,0,0,0,247,0,358,0,0,0,731,0,0,2378,2785,3,0,1865,0,0,0,0,0,0,134,165,0,0,0,1595,298,1890,205,4,0,426,0,0,80,282,0,671,0,181,0,0,3,0
"ENSMUSG00000033149",818,0,0,74,0,635,13,196,1370,0,1888,1,0,0,0,0,0,0,0,577,97,0,0,1,180,16,202,0,326,0,0,111,30,0,225,141,0,447,1,0,0,53,105,0,0,4,0,0,0,0,5071,1779,0,1602,0,320,3345,0,2,1055,0
"ENSMUSG00000035021",1285,289,2759,726,633,0,764,636,48,698,136,151,0,456,30,159,1133,3438,354,3537,230,341,1,1771,1264,2040,1241,187,89,0,412,932,21,796,693,371,291,995,0,886,0,1507,910,301,1421,0,195,1,3694,431,129,1466,0,857,1573,292,1772,487,196,947,0
"ENSMUSG00000030060",0,553,766,13,167,0,66,1018,481,142,0,188,792,416,0,2046,4352,0,2414,653,78,453,593,83,263,334,346,0,305,316,284,715,400,1794,0,0,87,207,0,0,1499,0,606,0,508,6,7,306,291,534,76,399,0,360,293,319,504,2,1721,0,2114
"ENSMUSG00000006373",3206,2347,1075,604,1445,748,904,3138,1092,583,560,171,191,26,716,578,452,2675,641,452,254,6,911,691,643,363,787,1007,104,507,781,339,2250,444,788,154,0,291,124,1275,276,654,0,637,521,530,978,514,1036,1352,1899,541,518,1064,982,1821,2953,2751,0,2418,0
"ENSMUSG00000069049",4495,2001,864,0,406,708,1329,2752,1429,798,1847,496,0,1333,300,1451,1186,1552,76,1875,144,1335,513,58,1360,889,614,1242,209,233,0,396,0,1112,539,1079,695,199,222,968,2138,453,451,606,962,134,941,1490,2209,517,732,2385,1533,3,357,2182,131,1789,2492,1982,1472
"ENSMUSG00000003623",0,38,1843,21,1,1,0,0,45,251,616,38,0,0,153,9,0,2295,549,31,368,335,0,9,6,23,2398,897,0,1122,498,16,0,0,0,16,10,121,0,0,0,423,1720,60,1882,25,589,413,283,0,1349,841,43,1006,515,5459,878,347,2,641,0
"ENSMUSG00000067148",0,746,261,1392,1659,301,523,2011,3566,102,256,844,55,1182,905,336,4345,1815,2621,693,640,27,1097,11,920,1473,445,798,1084,797,208,0,1294,4,711,1118,2047,242,423,418,1122,652,1020,641,202,248,423,988,162,4,1124,0,440,1257,1576,1721,0,2707,2730,1178,1171
"ENSMUSG00000003226",2662,1656,1288,3104,41,1672,565,1785,175,669,873,970,0,933,1431,1023,58,602,296,876,813,83,985,856,779,2196,1344,3712,468,2,243,1267,1264,1546,7,1257,1648,883,874,583,0,708,1964,380,219,7,1719,2278,68,548,0,1154,1081,1473,1033,276,792,839,2062,499,3501
"ENSMUSG00000025544",1282,432,1132,1356,10,565,2316,761,1452,939,1437,348,305,378,863,635,0,146,1101,436,898,216,180,534,678,1345,316,0,69,698,1021,406,769,35,969,1063,9,754,2181,188,27,1163,2109,378,415,812,23,1113,3954,0,3890,140,348,1289,1521,786,824,2417,875,1383,2
"ENSMUSG00000024486",36,0,0,210,0,301,56,413,0,199,252,0,0,0,0,20,0,565,0,1057,0,0,0,0,326,0,0,0,0,0,0,0,0,0,1460,0,0,155,0,34,0,138,0,0,124,0,0,130,72,396,5035,1302,113,179,167,0,410,0,0,6,0
"ENSMUSG00000070348",846,2866,611,1385,1198,627,133,1209,323,1556,1766,641,467,2668,1684,11,160,2042,353,2477,1287,1506,201,166,85,451,1708,304,1455,320,784,970,1213,31,831,1603,1915,1057,830,2279,4,2,367,250,581,734,5,1639,845,2991,2859,1337,98,2241,2377,846,1517,332,0,1041,616
"ENSMUSG00000066643",1227,1946,0,825,1445,205,3665,2273,1000,543,165,464,352,0,1810,1682,24,6,983,470,836,1086,328,380,1772,2501,0,19,128,1968,0,1826,0,1130,3,696,1588,111,155,488,0,437,1183,76,350,1964,84,1340,0,988,0,249,38,855,0,10,1152,0,1349,1367,0
"ENSMUSG00000021810",471,1736,364,25,104,1246,2110,973,2371,257,522,1466,625,806,323,208,1,559,397,104,702,752,27,30,923,111,355,0,638,0,393,168,786,0,1588,3235,1625,786,0,562,2,777,29,298,657,0,567,801,1639,2665,674,832,608,80,324,480,2041,1916,0,168,912
"ENSMUSG00000027379",457,3527,906,1645,1963,608,680,877,2691,1982,1090,959,1815,431,730,1285,4,179,1466,866,629,803,828,84,295,1366,1595,644,964,856,175,275,797,482,963,246,368,467,426,555,0,601,1204,433,516,12,760,0,1516,4,0,0,936,16,0,2698,4567,1643,2413,620,1497
"ENSMUSG00000024271",80,1076,919,42,121,1007,445,174,2944,841,492,286,150,805,547,1171,92,2659,1104,667,557,474,755,1098,969,113,2483,2269,197,427,124,175,773,0,1842,3031,1828,330,373,147,206,4,1180,262,2074,0,178,1140,1008,591,199,1459,0,367,150,1056,503,234,0,72,823
"ENSMUSG00000029103",2378,821,1208,2926,635,170,1282,668,0,720,91,377,215,21,513,596,1146,1286,1069,2456,78,148,433,25,220,1212,151,1110,718,310,199,571,76,424,1185,1081,1,250,0,556,1,1407,768,1608,2423,1,4,406,698,615,758,2785,1020,1035,2503,1592,3010,1,2369,3470,0
"ENSMUSG00000010554",137,1178,605,55,1282,54,230,609,217,725,594,1408,1154,846,150,1124,399,1246,0,1139,584,906,172,553,826,37,192,1830,1545,49,0,2326,623,4,315,662,987,1135,1040,689,5443,608,411,162,1,0,1150,209,1199,570,1198,34,394,418,4,685,630,2315,3739,270,1846
"ENSMUSG00000021733",13,1608,66,455,318,1685,46,45,443,681,35,246,0,77,34,27,0,3515,296,4224,1964,4,888,328,805,1073,596,551,300,1281,491,178,142,0,555,160,62,960,1320,497,532,575,976,72,3,40,369,2106,622,602,422,0,0,1633,2168,1295,1840,156,0,451,0
"ENSMUSG00000048373",202,277,323,0,406,38,2127,3762,505,2780,624,123,0,0,0,469,0,144,0,584,1189,0,0,0,2862,441,1768,0,0,0,0,0,661,1048,773,0,0,384,0,1110,0,0,480,1318,3356,2,1152,1651,1625,1045,1276,866,0,0,195,0,2163,3,175,558,0
"ENSMUSG00000024231",198,282,37,3572,605,1091,1742,3052,2815,2,2476,0,0,270,482,311,0,223,51,743,431,1485,850,328,1871,180,989,127,355,494,676,179,0,112,161,533,200,55,1133,34,2427,539,264,2,368,614,518,80,1632,2079,53,2796,55,147,20,340,468,1469,68,230,0
"ENSMUSG00000021109",358,1362,2436,415,1516,1126,703,1277,2045,768,1126,1695,875,2570,1018,1485,0,1993,95,2252,887,0,1065,947,352,1032,802,1725,1660,1428,1771,345,3501,2202,2108,1257,888,1149,536,409,1865,416,539,0,821,120,689,1153,872,1928,3270,2316,568,0,1439,2175,1304,3747,1487,1232,998
"ENSMUSG00000022500",2619,782,565,1174,218,801,1153,29,646,682,2475,9,8,0,2,112,0,16,0,1115,0,0,0,220,464,0,125,678,702,0,697,259,57,0,770,7,0,300,1,238,0,750,64,0,1178,0,0,405,5,95,2994,4794,258,170,641,185,1286,238,2,752,0
"ENSMUSG00000036777",630,404,2440,66,237,239,2622,867,345,1139,1579,2517,115,0,116,103,0,39,639,1066,586,850,718,305,1054,727,1016,3461,369,0,181,162,0,120,0,627,282,599,611,6,300,298,530,13,1797,240,391,1095,970,0,0,278,367,1120,1,747,3142,367,1008,646,170
"ENSMUSG00000049422",0,67,137,400,497,193,271,333,978,291,2,1598,483,181,339,1886,593,374,2143,6,619,2023,1060,317,784,180,0,2,1354,1984,60,342,555,2448,166,432,2586,35,1759,245,1822,2,0,39,40,3,325,106,13,19,301,0,164,137,2,102,0,2337,2572,1,3040
"ENSMUSG00000021273",901,1012,4528,3682,417,140,567,0,773,1546,1846,969,0,48,200,0,0,0,416,2283,292,377,1042,673,295,816,620,1288,0,0,38,122,362,0,3,799,0,1035,0,813,293,117,747,364,5,1748,119,316,10,1016,371,851,1198,251,0,1238,7,1694,429,1422,297
"ENSMUSG00000020572",1013,1681,1629,578,1060,639,0,1612,979,2397,393,806,292,1343,1416,794,352,3959,1345,804,968,1041,826,1461,1166,994,1225,443,1428,2215,373,762,1041,453,1263,1727,777,448,405,1306,2181,111,4,5,259,233,1227,767,37,3040,111,1472,140,2540,1432,0,0,1378,15,385,1748
"ENSMUSG00000012396",0,881,557,1376,30,0,0,0,504,233,125,4,1116,1589,439,2637,1096,1301,2297,0,0,5252,676,939,0,1387,487,31,1291,550,74,0,0,867,0,300,36,253,117,511,0,0,840,241,952,571,190,2503,119,1762,0,0,993,1175,1672,692,59,1612,1780,1792,1613
"ENSMUSG00000061186",5,1164,2249,1052,17,638,1319,0,213,2945,592,0,0,552,5,2277,2,36,0,0,0,0,0,1213,0,5,435,10,87,0,1311,2701,57,57,1811,0,1,41,4,798,653,231,569,128,736,529,97,1827,1042,0,60,261,1091,1429,1562,425,2,2,996,38,0
"ENSMUSG00000031201",1174,3622,728,4203,972,734,333,1020,1739,782,1232,768,1488,841,312,47,2939,1865,1033,1284,635,53,73,898,720,1728,2463,2002,285,62,232,761,496,0,503,499,629,206,23,344,0,551,7,856,564,139,554,175,1603,104,3476,1315,1276,1454,804,583,3522,1329,464,1268,3
"ENSMUSG00000028465",2277,337,2072,743,473,419,1637,199,226,273,2073,8,546,8,592,416,0,524,671,1543,603,636,0,510,1006,16,69,87,26,6,762,811,534,1048,519,394,131,1438,19,606,0,303,113,220,267,0,127,1924,455,1722,4591,1409,3434,312,549,10,327,164,750,1514,428
"ENSMUSG00000038116",1561,573,393,1998,86,904,0,836,1485,466,52,675,56,332,928,2541,3299,2425,2402,1470,551,1150,2045,0,620,1430,1235,2127,544,2522,303,423,1046,82,814,791,1540,842,907,1000,3544,542,1194,319,245,0,946,814,1126,40,1322,283,412,186,1271,0,825,2132,380,804,2280
"ENSMUSG00000052727",3868,1230,2373,926,506,3653,234,446,1186,4,595,736,0,893,472,886,876,556,935,1085,562,440,258,503,948,16,205,0,647,314,250,342,2113,0,1868,857,760,886,0,178,503,0,0,133,621,578,223,837,539,624,4919,79,178,1289,2009,271,1299,1666,26,11,0
"ENSMUSG00000026655",1771,1079,213,952,146,2109,276,1167,270,576,452,214,2,0,0,0,0,711,0,1580,32,0,0,4,736,899,0,689,0,0,191,61,509,322,796,196,0,108,0,205,0,198,337,0,495,0,0,0,238,486,3182,3683,1030,466,271,271,3755,0,0,1433,0
"ENSMUSG00000068921",347,1412,2259,475,602,586,199,472,1007,908,0,727,342,1353,924,1004,2193,1336,606,295,2015,680,988,854,61,381,708,500,1472,1680,159,304,442,3067,2236,0,2547,261,904,633,1636,68,789,413,23,161,503,815,880,0,1724,362,0,986,2035,124,1148,1888,2758,488,1702
"ENSMUSG00000028893",744,127,956,2071,241,1870,3900,1047,17,1293,577,0,1491,206,373,0,188,68,1362,766,73,2192,2184,93,2280,670,655,75,0,2,853,1103,44,628,17,637,1236,586,788,890,258,497,2294,982,309,437,335,73,506,0,28,641,66,727,1052,376,5,483,2089,585,1
"ENSMUSG00000040549",2488,2325,997,876,696,1178,1479,973,800,1174,2400,711,876,136,154,89,0,1543,619,1678,907,133,1404,60,907,2511,1816,2279,87,79,606,921,460,1198,979,51,0,586,1569,508,1767,572,2410,790,339,0,1025,567,697,161,1510,591,921,496,1338,492,8078,371,502,308,2
"ENSMUSG00000026497",0,0,97,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,214,0,3,6969,2,12,0,0,0,0,0,0,217,0,0,0,566,171,0,0,26,0,0,2,460,0,0,231,0,0,0,0,136,0
"ENSMUSG00000031438",670,0,137,907,913,260,1750,948,149,229,1360,291,0,85,0,0,0,0,0,495,218,0,0,550,48,308,86,130,0,0,349,324,0,0,59,0,0,696,0,60,0,1543,5,92,414,114,99,45,233,720,5755,1222,492,13,1453,1282,1277,120,0,0,0
"ENSMUSG00000022652",0,0,0,0,0,0,0,0,0,0,0,13,292,0,163,1702,3758,0,3324,0,0,2932,1551,0,0,2,0,0,262,0,0,0,0,1424,0,0,2,0,2158,0,2191,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,685,0,16
"ENSMUSG00000019970",234,0,769,2,2,976,338,0,490,16,320,393,1049,798,418,1617,0,745,2667,1111,254,3829,59,423,102,0,0,1501,2442,241,971,589,3,214,2,344,163,133,1,477,2667,376,301,0,0,10,891,4,0,0,1515,0,0,402,0,4,2,1225,1536,630,1043
"ENSMUSG00000025903",253,831,1214,616,866,816,488,1683,307,649,526,253,2346,930,410,1760,2671,4,1126,361,195,4812,1426,376,937,473,0,184,1529,1058,367,826,419,2383,930,381,628,129,381,24,898,291,380,174,724,0,455,396,1817,235,1415,0,153,0,737,281,1602,277,3188,106,2331
"ENSMUSG00000052459",1013,1275,1645,1851,2005,578,649,38,908,946,0,353,1094,50,465,364,6,173,1953,463,546,594,1672,926,1012,1831,798,58,186,5,246,880,0,2879,1936,663,28,470,1693,202,3076,59,698,26,491,0,1010,2727,654,1000,2489,1,167,419,464,538,1288,470,99,918,0
"ENSMUSG00000039130",0,1258,1547,1473,2694,785,151,588,403,894,267,764,2,0,862,1359,686,2171,493,815,504,2914,866,240,345,929,2029,4040,449,1905,817,438,837,3108,655,2786,339,1424,0,0,665,106,1502,552,1268,0,101,491,1412,1002,0,425,1404,1330,1484,3,1263,825,2980,1032,3
"ENSMUSG00000034391",0,0,23,0,0,0,0,0,9,990,0,0,1910,211,316,1879,0,1,996,0,0,4855,874,4,0,399,0,0,665,6,0,0,0,735,0,1,0,0,16,187,1970,0,0,1,212,2,603,0,202,3,0,3,0,0,0,0,0,0,2645,0,2052
"ENSMUSG00000033161",1232,1031,2566,1703,2148,731,841,1340,204,1151,1272,717,1630,100,633,1066,0,1649,3387,1458,448,2261,1202,1234,580,1004,1207,432,1332,831,771,379,3728,718,574,1515,0,377,0,2023,66,685,604,2242,1242,133,2,508,411,324,1889,5,2010,1256,827,959,926,571,0,35,551
"ENSMUSG00000018899",14,1968,2081,1965,97,5,90,0,0,818,2077,961,238,1,0,0,0,188,0,3007,273,0,0,1543,2,756,513,1743,0,2321,459,0,199,2,866,1380,87,258,2411,0,0,253,1863,583,3206,52,1,14,1100,214,21,60,7,822,2790,329,1638,0,997,1424,887
"ENSMUSG00000059586",4157,0,1337,1770,609,569,718,2438,2559,1488,2262,842,418,835,404,173,1291,824,1483,543,663,758,736,96,582,1030,1675,368,0,432,512,1069,869,0,1386,419,331,364,337,4,3814,1572,734,1659,771,1193,1096,735,66,1132,3698,1822,510,674,908,158,1990,1410,443,2156,1664
"ENSMUSG00000022054",0,1465,1759,539,2084,484,356,154,550,0,225,281,18,697,320,270,347,285,111,75,649,499,82,2,4301,963,0,0,102,19,53,793,973,2,2247,2248,0,1185,945,909,0,22,990,201,10,84,38,206,147,970,776,361,599,106,1,2,3,812,264,291,200
"ENSMUSG00000052798",567,1362,739,3555,1331,737,18,2533,158,2820,1331,1216,84,675,528,2024,0,506,1101,800,604,545,404,0,544,95,340,0,1553,235,401,860,1270,2224,606,0,1068,196,245,250,577,15,1848,546,195,227,2,4,4,195,1604,1072,1280,18,0,998,48,0,739,1815,1103
"ENSMUSG00000022394",736,1417,713,2926,541,123,1767,799,277,1068,562,654,996,591,1234,2010,2084,203,2064,251,1439,2441,2466,1029,778,1260,879,200,1040,415,50,1616,2267,11,704,1018,4,264,3395,1900,6,369,1059,22,730,0,1972,397,1733,429,0,1221,0,426,2,0,187,2044,2427,434,283
"ENSMUSG00000026035",1511,640,1160,1852,1218,218,1927,771,569,2078,2065,871,104,46,96,399,0,3567,649,33,303,307,39,591,524,564,507,1697,1,125,75,0,406,0,0,0,411,344,0,2,2383,1126,0,89,0,0,634,215,535,371,1848,1130,871,351,4,1348,2978,409,1034,1376,0
"ENSMUSG00000068739",406,76,594,933,513,3065,589,716,313,47,13,978,1392,1872,1007,254,1248,348,2840,1227,1137,993,926,5,2148,753,452,1279,126,325,2,323,291,16,198,2571,164,526,682,0,79,1,415,692,166,151,699,14,508,1018,4145,620,1254,529,1694,648,322,8,4674,11,422
"ENSMUSG00000040354",4,1320,1583,3009,2685,1916,0,108,0,347,256,266,0,1248,1368,1532,0,55,33,240,673,3696,1153,851,691,935,867,894,858,2055,881,941,0,0,364,1641,20,775,1826,1189,0,792,2014,645,985,2,154,694,412,2062,32,610,556,242,102,156,898,0,3598,1455,0
"ENSMUSG00000042515",1048,0,515,2318,203,211,0,0,845,409,405,0,4,638,0,0,0,444,0,784,154,0,0,746,0,551,1898,1664,0,22,617,0,166,0,0,10,0,295,0,341,0,247,3070,0,54,0,0,0,1006,1149,0,2284,0,0,1504,2,3604,0,1252,1095,0
"ENSMUSG00000001403",536,223,266,40,307,699,684,1,110,2594,2606,745,499,0,273,205,229,997,924,167,1746,1181,2821,0,779,0,823,159,667,0,154,0,0,394,151,955,801,39,1081,218,851,131,629,0,213,0,1834,0,1937,241,0,966,493,345,0,227,258,494,1295,3091,0
"ENSMUSG00000027429",887,1326,1574,1545,282,206,357,255,1810,835,244,1968,75,128,1002,200,432,174,1125,573,1064,1103,71,0,1888,2,838,16,893,13,10,2,0,6,0,1045,16,379,0,594,0,625,1842,22,983,804,0,1542,2,446,1740,4217,165,1509,69,1478,1527,5,0,563,15
"ENSMUSG00000063904",965,177,1111,1186,0,499,424,0,73,1325,537,684,0,295,409,1837,1528,0,83,756,281,1204,649,1991,55,817,818,219,1372,2,680,1253,1286,662,197,2309,1726,233,3044,136,181,253,497,586,189,2,33,219,481,87,3650,68,0,37,462,628,403,100,1140,852,0
"ENSMUSG00000027810",783,2579,940,794,1524,583,1183,575,1927,2423,727,830,1171,0,605,432,2161,1462,25,502,1373,287,570,799,1598,120,0,47,478,147,44,163,804,436,805,1417,87,407,612,278,3575,1397,32,105,568,90,853,1217,852,38,1303,1240,385,2736,1565,1131,1717,1248,1100,1163,0
"ENSMUSG00000020537",313,2240,3146,2437,73,913,1255,0,583,1325,13,1406,0,392,411,117,25,0,1063,757,1575,51,1372,284,79,1127,2097,1959,1117,2522,338,271,980,24,952,687,1108,872,2,99,585,648,1836,666,294,871,107,416,240,894,764,3344,594,738,717,633,0,4,472,324,0
"ENSMUSG00000001627",264,537,639,1771,246,2487,1891,685,371,1814,797,454,150,661,380,3,1541,2380,140,3238,1384,1503,593,0,1791,587,1351,0,433,177,220,0,47,0,2459,1660,241,784,87,1636,0,647,0,1139,407,335,498,23,949,1375,156,1273,156,1706,63,0,748,1756,782,725,0
"ENSMUSG00000026342",169,0,1280,608,620,532,1663,2310,331,3472,838,117,0,482,20,0,0,261,910,256,925,0,132,13,462,20,1512,861,0,0,441,646,960,0,295,0,482,360,125,662,0,734,510,1355,1944,0,5,858,2165,826,0,1165,0,0,0,1235,0,0,0,3727,56
"ENSMUSG00000001829",96,2006,345,1044,1976,175,2688,514,16,525,1180,163,1321,0,96,235,0,0,774,0,893,1518,319,1909,660,1241,110,89,11,813,450,25,426,0,89,1058,55,291,0,9,713,465,0,735,553,4278,1338,427,383,68,2,2,1023,10,0,0,2104,123,10,409,1376
"ENSMUSG00000026187",1346,86,2248,156,606,274,494,622,0,1564,2637,407,1281,552,391,1726,4,927,1246,553,126,1041,628,705,1589,353,775,662,236,1081,336,149,952,194,42,1465,827,641,1930,961,1357,475,1065,314,0,2708,324,386,1029,0,0,37,0,197,109,277,578,2203,3590,96,1556
"ENSMUSG00000024640",0,739,431,1353,2066,2885,484,903,701,382,0,2087,1244,163,2268,0,0,193,1095,531,1039,376,97,705,3377,72,1085,446,1046,1772,381,11,1882,0,1759,176,1160,1652,261,891,718,22,705,154,140,394,587,1180,804,866,0,0,1108,720,0,816,895,1428,207,543,689
"ENSMUSG00000023972",206,1279,1699,204,113,137,1180,1454,131,966,1086,1421,0,736,122,1071,0,360,1665,962,691,5,1296,577,1353,1535,753,2040,2,1791,1394,390,2815,0,268,5873,1495,543,903,958,0,1524,1940,2430,1218,426,14,352,397,1950,1385,597,1560,474,1717,1421,899,0,94,1167,0
"ENSMUSG00000038650",113,453,1417,979,674,1276,1012,239,1015,604,2919,594,0,216,512,0,772,1551,0,1502,1128,0,298,3291,662,867,493,1100,1095,745,800,19,2125,3019,1297,1345,687,1511,262,875,4,636,955,1870,1305,396,661,0,1127,617,2079,2202,370,122,509,1695,1231,274,1968,1488,775
"ENSMUSG00000033105",1,0,0,1425,0,8,507,233,167,1068,3653,178,326,0,0,611,0,0,682,213,84,0,242,0,0,0,0,33,2905,93,298,0,0,0,23,0,0,527,0,778,291,0,43,146,0,2620,265,1336,400,0,0,0,56,249,0,0,147,367,597,0,0
"ENSMUSG00000036023",705,1519,503,1392,1285,356,900,1108,1131,417,12,0,1020,223,419,50,4749,769,133,647,250,1282,710,1015,793,565,370,1060,423,67,144,817,53,0,797,1098,222,62,1234,436,0,536,793,110,791,653,159,1330,496,61,0,28,2110,218,471,0,66,2058,131,586,156
"ENSMUSG00000020330",2119,991,930,958,708,300,239,37,0,2438,3148,749,1612,0,310,513,89,1439,11,27,1166,1522,1109,398,1256,287,1122,1901,395,582,314,10,360,721,605,393,126,788,2570,183,2930,329,248,37,284,0,1227,0,634,0,2,1492,259,245,0,223,2568,5,925,3145,41
"ENSMUSG00000066652",0,1513,5878,229,93,2,554,0,0,1,51,19,0,0,0,132,0,266,0,558,57,0,1283,554,0,0,1506,358,389,1496,765,0,0,0,0,443,437,134,38,0,0,0,545,10,1434,0,29,5,3728,294,0,0,6,30,865,509,2,0,0,0,117
"ENSMUSG00000019820",1390,163,962,769,63,1671,1360,502,0,697,6020,42,0,98,183,289,0,234,892,1418,31,0,31,1438,604,1430,0,1378,0,148,1394,238,105,0,250,318,864,1002,704,305,6,696,1350,56,1591,605,606,1072,228,85,1209,283,1158,753,434,466,1480,181,279,622,500
"ENSMUSG00000038429",548,267,479,3959,1720,1159,3120,280,0,535,592,29,0,26,936,147,945,3118,98,299,569,1150,744,976,2037,1997,607,0,3,645,826,1332,184,480,1003,363,1076,120,1536,281,0,845,0,887,277,1304,931,669,776,732,1361,1188,1671,4,330,131,23,723,177,746,2129
"ENSMUSG00000024338",0,1345,4226,2303,0,41,133,0,0,0,453,467,0,0,3,0,0,1861,0,1382,0,0,0,819,147,1169,0,1880,0,322,1558,0,304,3,0,0,430,0,5,1,0,1263,1506,220,967,356,0,561,601,163,415,1060,55,0,303,1292,2537,341,0,155,0
"ENSMUSG00000079614",616,2330,886,1697,1387,912,1050,728,658,1000,2,1319,0,1439,1043,482,1491,1945,1840,3534,1182,509,566,1031,1149,1001,1693,1655,8,661,227,398,467,672,1063,1267,15,505,503,2197,1626,660,2018,521,1208,505,548,1060,1984,830,903,2183,457,1497,472,0,755,662,1284,2320,676
"ENSMUSG00000024754",697,504,2219,1401,238,6,0,0,0,340,416,584,0,524,79,879,618,231,6,445,25,7,596,14,0,537,697,0,0,0,473,72,347,104,0,1562,1730,473,309,17,57,0,290,116,445,0,966,653,290,2,0,1505,416,14,3983,373,1657,81,809,36,191
"ENSMUSG00000034190",798,0,678,2,39,420,381,1522,0,447,649,348,0,83,660,0,262,692,926,0,220,671,527,0,2,0,182,1355,0,0,0,0,3804,0,482,1200,334,275,0,14,0,698,0,423,49,237,562,223,0,310,127,322,102,1176,299,0,163,0,173,0,0
